username,rating,review,date,thumbs_up,sentiment
Aldi Prianto,5,Gojek aplikasi bagus,2025-10-02,0,positif
Susilawati A. Rahman,5,"sampai tempat tujuan dengan cepat, dan diprioritaskan",2025-10-02,0,positif
Achmad G.I,2,"Tolong yah pihak gojek, biasanya gojek itu terkenal dengan tarifnya yg jauh lebih murah loh daripada platfrom lain yg serupa, tapi ini kenapa skrng malah kalah sama apk sebelah? di g*r*a*b aja paling murah hemat Rp.7.500 ini di gojek kok paling hemat malah ampe 9rb? kyk kebalik nih harganya, gojek harusnya lebih murah lagi, 6rb atau 7rb pas kek gitu. Kembalikan Harga gojek yg dulu!! dulu aku biasa dpt di 6/7rb an sekarang kok 9rb haduhhh",2025-10-02,1,negatif
Jaka Umbara,1,titik jemput nya suka ngawur gj,2025-10-02,1,negatif
Agung Sayekti,1,"Gopaylater make 50rb, bayar kelewat sehari saja 50rb, apk taexxxxs",2025-10-02,1,negatif
Yuki Anisa_2EA23,1,JELEKKKK SUMPAH UNTUK APA ADA FITUR NGEBATALIN KALO GABISA NGEBATALIN,2025-10-02,1,negatif
Eno Asha,1,masukan buat gojek kenapa sepi buat para mitra usaha di gojek coba perbaiki Lg di pelayanan driver Hargo untuk lonjakan Hargo pake sistem dulu aja di atas jam 12 kasih lonjakan. Jagan seperti skg yg lonjakannya ada di fitur Xpres itu malah berat untuk costumer dan costumer jadi pada pindah ke aplikasi oren.yg ga ribet soal stimasi pengantaran.coba di pertimbangkan lagi krna dr pajak mitra usaha gojek pun gojek sudah dapet pajak 20% Jagan Maruk banget la gojek.. tolong di pertimbangkan kan Lg,2025-10-02,1,negatif
Devi Hartanto,5,selama ini istimewa,2025-10-02,0,positif
Supriyatno Nano,5,"senang pakai gojek, supirnya ramah dan sopan. kendaraannya prima. pokoknya ok banget.",2025-10-02,0,positif
Herik Permana,5,kemudahan saat di butuhkan,2025-10-02,0,positif
mari mari23,1,status paket saya tidak ada kejelasan dan tidak sampai padahal itu makanan.Sehari lebih masa status d apk gojek masih dalam pengantaran. Pihak gojek sudah ditelp bbrp kali tidak ada kejelasan penyelesaiannya. Saya rugi kalau nganter paket tidak sampai ke customer. Komplain jg percuma tidak ada tindak lanjut. Cuma dikasih no laporan yang tidak tahu kapan tindakannya. Saldo sudah kepotong tidak balik paket tidak sampai. Aduh mending nga pakai lagi ni aplikasi. Kecewa berat!!!,2025-10-02,1,negatif
dafi Bae,5,saya sangat puas dengan aplikasi ini dan sangat membantu,2025-10-02,0,positif
Eko Raden,5,jadi gampang mau kemana aja...,2025-10-02,0,positif
Ararini Dwia,5,sangat² membantuuuu,2025-10-02,0,positif
Vyra Ayaa,4,aedih banget kadang ga dapet driver gagara juh jauh😭 tpi gapapa okee,2025-10-02,0,positif
HANDRIANA HANDRIANA,5,top aplikasi luar biasa,2025-10-02,0,positif
Indra Akhbar,5,mantab buat gojek,2025-10-02,0,positif
Intip Dunia Mikro,1,"pesan instant di shopee pakai gosend, lama x cok, 3 jam aku nunggu ga dapat""",2025-10-02,1,negatif
Fahri Admana Budi,5,terima kasih atas perbaikan bug yg dilakukan sebelumnya,2025-10-02,2,positif
Vita Evelin,1,pelayanan jelek gofood mahal udah gitu lama bngt padahal pakek yg prioritas begitu nyampek makanan udah dingin,2025-10-02,1,negatif
Nurul hebat Pramadani,1,"payah kali pesen go food nunggu 1 jam belom di tambah waktu pengiriman, udah ga bisa chat restonya lagi tau gini mending pake layanan lain",2025-10-02,1,negatif
Lesia Susanti,5,good bangetttt,2025-10-02,0,positif
YAHYA SOBIRIN,5,sesuai kebutuhan,2025-10-02,0,positif
Faroh Ramadhanti,2,"Kalo emang bagi driver fitur hemat itu merugikan mending di hapus aja deh.. kita sbg customer make fitur itu gak dianggap bgt, fungsi chat di aplikasi juga gak guna.. responnya lambat kalo emang gamau ngambil orderan ya mending di cancel aja dari aplikasi drivernya. baru ini make gojek tapi kecewa begini...",2025-10-02,1,negatif
Jihan Valentina,1,"harga awal gojek saya 50.500. terus tiba² ada biaya jasa, layanan, tarif parkir ( total akhir sampe 60k lebih ) . padahal driver nurunin saya dilobby ga sampe 5 menit 👎",2025-10-02,1,negatif
Pujagonggeng Gong,5,"bagus,, pengiriman cepat ongkir murahh😻",2025-10-02,60,positif
memi eL,5,Aplikasi yg sangat membantu untuk delivery order,2025-10-02,0,positif
Bah Yayan,5,aplikasi ini bagus dan bisa untuk kita yang ga punya kendaraan,2025-10-02,0,positif
Mahaputra Arisia Parlambang,1,1. apa apaan ini gojek sama nunggu goride sampe satu jamm.... kacau ah terus aja ditampung keluhannya ehh ga ada perbaikan juga sekarang lebih parah nunggu hampir 15 menit padahal didepan saya ada drivernya dan ga diambil tolong jangan seperti ini saya juga punya keperluan lainnya 🙏 2. apa lagi ini gojek selalu kacay driver banyak tapi ga ada yg mau ambil apasih gojek serius ga sih layanin pelanggan?,2025-10-02,1,negatif
Nchie,2,"customer gojek sudah 10 tahun . sering menggunakan gofood dan gojek di keseharian. setahun ini pakai gopay pinjam, pembayaran lancar dan sebelum jatuh tempo. tapi saat menarik dana kembali belum bisa dan harus menunggu sampai dua bulan kemudian. jujur kecewa sangat.",2025-10-02,1,negatif
Mas Dedik,1,"sudah bayar tagihan gopay later sesuai jatuh tempo,via bank online dan dalam proses,trus telfon ke Customer service katanya gak akan ada denda keterlambatan ujung ujungnya kena denda juga",2025-10-02,1,negatif
Wisnu Arkananta z,1,gak on time payah,2025-10-02,1,negatif
Adi subiantoro Gembo,5,makasih layanan nya rahma,2025-10-02,0,positif
Zainal 123,5,mksh sesuai dengan tujuan,2025-10-02,0,positif
Toipi Bae,5,mohon izinkan saya akses lengkap piltur gopay later,2025-10-02,0,positif
Taufik Hidayat,2,gak ngerti sama pelayanan gojek gimana apalagi drivernya. nyari driver suka lama banget apalagi habis hujan. gak kaya app ojol sebelah. pernah dapat driver posisi penjemputannya gak terlalu jauh sebenarnya tapi cuma macet tiba tiba di cancel padahal udah pake prioritas sama boost pencarian cepat itu di harga 40k an lebih. sedangkan di app sebelah posisi jemputannya lebih jauh malahan dan itupun pake fitur hemat juga dan drivernya mau. gak pakai lama langsung tancap gas bahkan saya kasih uang tip,2025-10-02,1,negatif
Nafisah Assegaf,4,sejauh ini membantu sekali,2025-10-02,0,positif
Paing 99,3,ongkir nya terlalu mahal sekarang,2025-10-02,1,netral
Iveth Dewi,5,alhamdulillah anakku aman sampai dirumah. terimakasih gojek.,2025-10-02,0,positif
Wirasatya Witono,5,oke... lancar...,2025-10-02,0,positif
Yudhi Rismayadi,5,uhuyyy...min saran. kalau bs saldo dpt disembunyikan sm ma gopay,2025-10-02,0,positif
dekarini dwi putri,1,"90% driver di berau sll minta tambah ongkos di luar aplikasi. dan minta nambahnya di luar otak, lebih 2x lipat hrganya, tolong gojek di tindak lanjutin",2025-10-02,1,negatif
Nyoman Andik,5,the best ❤️❤️❤️,2025-10-02,0,positif
puji astuti,1,gojek sering banget telat anter makanan. alasannya karena susah dapat driver. kalau resto udah terima orderan langsung aja carikan driver ga perlu nunggu pas makanan udah mau jadi. giliran makanan udah jadi baru cari driver malah ga dapet2. lagi2 cust yg harus nunggu lama telat sampe 1 jam padahal udah pakai layanan prioritas! rugi banget bayar ongkir paling mahal ujung2nya ga gercep!,2025-10-02,1,negatif
Irfan Safaat,3,"kalau cuaca habis hujan dapat deraeper nya suka susah paling dapat yg jauh, tolong di perbaiki aja",2025-10-02,1,netral
Ardian Setiawan,5,tolong untuk layanan gofood ada layanan Qris jadi pembayaran bisa pake Qris terimakasih,2025-10-02,0,positif
Eva Rohaeti,2,knp aplikasi ny GK bisa di buka,2025-10-02,1,negatif
Rio Cimol,5,gojek dah bagus...saran donk buat gojek..kalau bisa tambahkan pilihan ada yg bawa bajaj atau tvs gitu...trims...,2025-10-02,0,positif
ifftah solehatun,5,okee pokoknya,2025-10-02,0,positif
Putri Nabila,1,"pesanan diminta Drive untuk di batalkan karna dia ngak punya e-toll, tpi ternyata saldo kartu debit saya terpotong dan tidak lngsung dikembalikan, padahal saya tdinya mau pesan ulang malah harus pesan pembayaran tunai dengan aplikasi lain, kesel banget smpai sekarang saldo kartu debit saya belum di kembalikan, sama kalau batal ngak ketemu driver saldo pun ttp di potong 2500, gimana ceritanya kalau btal smpai 10x karna ngak ada driver yg mau 2500x10 udah brapa weee, ngak ikhlas saya kalau gini ma",2025-10-02,1,negatif
seusal,5,Sangat membantu kita untuk berpergian,2025-10-02,0,positif
Erlangga Pratama,1,dikit dikit update monyet,2025-10-02,1,negatif
Deka wira Yudha,5,calon mitra terbaik pokoknya gojek,2025-10-02,0,positif
Jerigen Kotak,5,bermanfaat sampai sekarang,2025-10-02,0,positif
Nawi Gope,5,sangat puas dengan pelayanan nya yang baik ramah juga terimakasih gojekk🤗,2025-10-02,0,positif
Ahmad,1,saya cuma kelupaan byar paylater 20 rbu 1 hari dpat denda 50 rbu lbh besar denda dari pada hutang!!!! aplikasi pemeras pelnggan!!!,2025-10-02,2,negatif
Mellyna Sari,5,memudahkan sekalihh bagi kaum mager atau lagi di tempat kerja,2025-10-02,0,positif
Dwika Sadikyah,3,supaya bisa memilih sepeda motor sesuai tinggi badan dan keadaan tubuh,2025-10-02,1,netral
Monalisa Ghafoor,1,"saya sering bannaget tiapo kali pesen gojek mobil ngga ada driver yg mau nerima, giliran udah dapat drivernya di chat ngga dibales, ditambah kalau pas telvon internet selalu susah nyambung",2025-10-02,1,negatif
Muhammad Yudha Wijaya Makmur,5,"ni aplikasi mantep, bisa mesen apa aja, kaya goride buat mesen ojek, gocar buat mesen taksi, gosend buat antar jemput paket, gofood buat antar jemput makanan, intinya banyak deh yang bisa dipesen lewat aplikasi ini top deh!",2025-10-02,1,positif
karlina christanty,5,seneng pol kalo pas banyak diskon,2025-10-02,0,positif
Media Bangun,1,di maps selalu gak bergerak,2025-10-02,1,negatif
Merza Klaudifa,5,pokoknya nyamanlah,2025-10-02,0,positif
No Partyfc,5,"bagus ,dan cepat",2025-10-02,0,positif
Joy Blesings,5,layanan yang sangat membantu rakyat,2025-10-02,0,positif
Athallah,5,gojek best🔥,2025-10-02,0,positif
Filiana Athalia,5,Ini gopaylater gak bs d pake lg ya.. biasa beli alfagift bs bayar pake gopaylater ini skrg gak bs.. main lama makin payah aja.. pdhl gak pernah telat bayar,2025-10-02,1,positif
Lexy Samuel,3,"mapping jalurnya mulai ngawur, malah kasih rute yang lebih jauh, harga jadi meningkat",2025-10-02,0,netral
Noor Hidayah,5,gojek paling mantap,2025-10-02,0,positif
DR 3206,1,driver minta transaksi offline dan minta bayaran lebih tapi tidak ada fitur untuk melaporkan,2025-10-02,3,negatif
Asni Furaida,5,"aplikasi transportasi yg sangat membantu, tarif semakin murah krn ada mode hemat",2025-10-02,4,positif
Anjar Tri lestari,5,Gojek skrng gk butuh duit di batalkan mulu,2025-10-02,0,positif
Nurullina Hidayanti,5,good for everything,2025-10-02,0,positif
Andhika Bimaskoro Priyadi,1,parah sih.. gopay later nya.. telat sehari denda 50rb.. pdhal cm gofood 40rban... jd 90rban bayar ny trll besar sih itu dendanya..,2025-10-02,1,negatif
Iyan Sopian,1,lu jangan asal ngasih penumpang ke driver kalau jauh bikin cs JD lama nunggu jgn mentang2 driver gacor asal ngasih aja,2025-10-02,1,negatif
Azka Kusakabe,1,aplikasi bego Gofood Gak bisa di batalin,2025-10-02,1,negatif
fung Mie,5,tepat waktu terimakasih 🙏,2025-10-02,0,positif
Yistiani19 Yistiani19,1,1 jam pesen grab gx dapet2 tolol,2025-10-02,1,negatif
Indah fatikha,1,"udah beli voucher gojek plus, tapi gabisa dipakai.",2025-10-02,1,negatif
Rahasia dua,5,teman setia,2025-10-02,0,positif
Robby First,1,"satu PT sama gopay ya ini, kemarin telat bayar denda 50rb, padahal pinjaman ngga seberapa, bintang 1 aja karena masukan ngga pernah di dengar.",2025-10-02,1,negatif
Nisrina AND,1,"Tolong ya ini kenapa kalau dapet driver jauhhh banget saya buru², terus malah suka langsung pada diambil jd saya gabisa cancel 😭😭😭😭😭😭",2025-10-02,1,negatif
Salsa Billa,2,"lama dapet nya kalo pagi pagi padahal saya butuh banget tapi driver pagi ga dapet """,2025-10-02,1,negatif
Felixia Mawar,3,sangat membantu cuma kadang nyari driver susah,2025-10-02,1,netral
Bima Aulia,1,biaya aplikator terlalu besar merugikan customer dan Driver!!!,2025-10-02,1,negatif
Neli Addy,4,"tumis genjer Wagyu nya enak..pesmol ikan hiunya terlalu lembek ikannya..,puding bekicot dengan toping coklat Belgia nya oklah wortit lah untuk harga segini",2025-10-02,0,positif
Aris Firdaus,5,derivernya jos,2025-10-02,0,positif
Gizka Rahayu,1,"aplikasi anjing dendaan ga ngotak anjing, paylater 12k denda 50. gw lupa anjing bukanya ga mau bayar ga ngotak dendaan . doaken sing ulang payu goblog",2025-10-02,1,negatif
Rais Abdul Aziz,1,"MOHON UNTUK DI TINDAK LANJUTI UNTUK PERUSAHAN GOJEK !! SAYA BERLOKASI DI SUBANG KALO PESEN FOOD DI ATAS JAM 00:00 ITU ORDERAN DAPAT DRIVER NYA SUSAH MINTA AMPUN !!! TOLONG BUKA LAGI PENDAFTARAN UNTUK DRIVER BARU AGAR CUSTOMER TIDAK KAPOK PAKE GOJEK !! DI SUBANG KHUSUS NYA DRIVER GOJEK ITU SEDIKIT, MUNGKIN KALO DI RATAKAN LAGI AKAN MENDONGKRAK CUSTOMER JUGA PASTI BALIK LAGI !! DARI SEGI PROMO SUDAH SANGAT MENARIK, AYO TINGKATKAN LAGI PELAYANAN CUSTOMER UNTUK BISA ORDER DI JAM MALAM !!! TQ",2025-10-02,1,negatif
Lamen Bilii,1,terlalu rumit cara mendaftar ny tidak menarik,2025-10-01,1,negatif
Aila Batik,1,slot nyoro biarkan bintang yg bicara,2025-10-01,1,negatif
Yanto Una,1,kalo hujan ga dapet driver,2025-10-01,1,negatif
Adit Tedjo,5,sangat membantu dlm aktifitas kerjaan saya,2025-10-01,0,positif
жизнь平和,1,"gua lagi asik main game malah muncul iklan apk ini, hadeh ganggu bat",2025-10-01,1,negatif
Ainun Jariyah,5,"orang nya ramah ramah, sesuai dengan yang aku ingin sipp intine",2025-10-01,0,positif
Farhan Fajriyanto,3,Agak ngelag banget apk nya,2025-10-01,0,netral
Lilis Zulfa,5,banyak voucher diskon nya👍👍,2025-10-01,0,positif
Andrew Jeff,1,saya merasa kecewa bangat sama admin gojek belagu padahal baik baik buat kita jadi pelanggan setia gojek kok online buka akun ga bisa padahal baik baik alasannya sedang sibuk... lah ..aneh,2025-10-01,1,negatif
abel willy,5,seneng pake gojek..semua jd simple dan sat set... promo disc klu bisa lbh bnyk lg .,2025-10-01,0,positif
Debby Wahyudi,3,"pertama, kolom catatan seharusnya masuk ke resto juga, tidak hanya masuk ke driver. karena akan menyebabkan miss komunikasi jika ada pelanggan yg request makanan lewat kolom tersebut. jika masuknya hanya ke driver saja. karena driver sampai resto terkadang makanan sudah langsung jadi. dan tidak semua pelanggan faham. kedua, untuk menghindari kesalahan rating, untuk penilaian rating resto keluar lebih dulu baru rating driver ke dua.",2025-10-01,10,netral
Sofyan Hadi,1,"cs nya susah mau aduin komplain, ga simple banget kalo ada kendala",2025-10-01,1,negatif
Oppo Day,1,grab food nya ga bgt NO RECOMMENDED,2025-10-01,1,negatif
Hisana Tamalate,2,"drivernya sangat sangat tidak ramah terutama atas nama pak asri, di suruh tunggu 13 menit sampai kayak nunggu setahun, tolong drivernya di suruh sopan santun bukannya sampai mengancam mau memukul pihak resto. tolong🙏🙏",2025-10-01,1,negatif
Puja,1,tarifnya makin mahal sekarang 🤣,2025-10-01,1,negatif
Megawati J Akbar,5,transportasi yg aman dan nyaman,2025-10-01,0,positif
Frederick chrollo,1,"lu ngiklan dimana mana, ampe disearch play store juga ganggu gua nyari aplikasi aja",2025-10-01,1,negatif
Junita Ayu,5,aplikasi yg sangat amat membantu disaat lagi mager,2025-10-01,0,positif
Epri Soesetiyo,5,aplikasi terbaik,2025-10-01,0,positif
Fahrul Rozi,5,mudah dalam mencari transportasi,2025-10-01,0,positif
Adhyta Ramadhany,1,"gojek jangan pelit donk SM driver/rider. kasih insentif kyk dulu LG. masa' sy pesan lebih 30 menit ga ada yg ambil order sy. motor mobil berbagai prioritas, ga ada yg ambil",2025-10-01,1,negatif
Nayla Zahra,5,semoga lebih murah lagi aamiin...,2025-10-01,0,positif
Gregorian Nathanoell,5,"overall bagus , terutama gofood yang promo nya luar biasa. goodjob Gojek 👍",2025-10-01,0,positif
Zildjiandra Abdee Sugiono,5,"Goodd, sangat membantu dan pelayanan driver yang sangat berkualitas",2025-10-01,0,positif
Siska Afriani,1,kecewa sangat sama aplikasi ini,2025-10-01,1,negatif
Yuliana Rahmawati,5,cepat dan mudah aplikasi digunakan,2025-10-01,0,positif
Hanny Senduk,5,"baik, sopan dan terpercaya",2025-10-01,0,positif
Rifqi Aditya,5,kinerja cukup efisien dan driver ny g sombong jg,2025-10-01,0,positif
Simson Pakpahan,5,"mantul,,mantap betul",2025-10-01,0,positif
Izeng Zone,4,"saran ya buat gojek.. untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",2025-10-01,0,positif
Asbi Gunawan,5,"Salam gojek indinesia. Ssya ini onlene tiap hati dari jam 06-00 sd 21-00.ONLEN SUDAH 7 JAM CUMA DI HARGAI 1 ORDETAN 👍👍. JANGANKAN BUAT ANAK ISTRI , BUAT DRIVERNYA SENDIRI HARUS PUASAApa aaya tiap hari saya dan keluaga makan MAAF .MAAF DAN MAAF. MAAF TIDAK BISA BELI BERAS. MAAF TIDAK BISA BELI BENSIN. YANG SAYA BUTUHKAN ORDETAN. SAMA AJA GOJEK MAU BUNUH DRIVERNYA SECARA HALUS .ATAU GOJEK SENGAJA MAU MENGHANCUKAN RUMAH TANGGA DRIVERNYA SENDIRI . semoga kedepannya GOJEK dapat melancarkan orderan",2025-10-01,11,positif
Iwan Pirdaus,5,mahal tapi,2025-10-01,0,positif
nalaaihdinamukti Mukti,5,saya sebagai pengguna gojek merasa sangat terbantu dngan adanya para2 gojek ramah dan murah senyum🥰🤍🤍 sehat sehat terus orang 😇👍,2025-10-01,0,positif
Daytona's Chanel,5,setiap ada keperluan.. sugestinya di gojek Indonesia terbaik,2025-10-01,0,positif
Dian Ayu,1,"aplikasi apaan, semakin kesini semakin gak jelass. udah order yg ke 2 kali nya masih aja gk dpt driver. gk rekomended bgt,kecewa berat!!!.",2025-10-01,1,negatif
Ade Jamaludin,5,OK pake gosend cepat sampai,2025-10-01,0,positif
Bintang Prasista,5,bapak nya baik dan ramah 🙏,2025-10-01,0,positif
Nurul Fathimah,1,"kecewa dengan app ini. 1. pesan gojek, driver tdk menjemput saya dan menyelesaikan perjalanan tanpa penumpang, sementara gopay terpotong & tidak dikembalikan. laporan tdk ditangapi dengan baik. tidak ada solusi dari kendala saya, setiap kali mengulang pelaporan, tetap tidak ada solusi. titik penjemputan tidak akurat, bbrp kali perlu berjalan lebih jauh untuk mencapai lokasi driver. 2. pesan gofood salah lokasi krn titik lokasi di app tidak tepat. 3. tiba2 langganan go+ aktif tanpa konfirmasi",2025-10-01,1,negatif
Dewa Ayu Sita Pramaswari,1,"tidak pernah dpt driver,selalu gagal",2025-10-01,1,negatif
Sonya Galganie,1,hanya karena aplikasi saya hapus ketika login fengan wajah tidak terdeteksi dan prosesnya bikin ribet,2025-10-01,1,negatif
Aminah Putri,5,mantap pelayanan nya,2025-10-01,0,positif
Syti Fatimah,2,harga makanan sama ongkir hampir sama bjirr,2025-10-01,1,negatif
astri zuraida,5,⭐️⭐️⭐️⭐️⭐️,2025-10-01,0,positif
Ulfa W,5,Banyak promo,2025-10-01,0,positif
Zairal Syamaulana,5,selalu update lokasi,2025-10-01,0,positif
Chikaylaptr,5,cepet tepat waktu drivernya dateng,2025-10-01,0,positif
Warfiz,3,"rutenya di perbaiki, ada jalan yang lebih deket tapi malah milih yg lebih jauh, apalagi pas di tambahkan titik pemberhentian malah milih jalan yg jauh",2025-10-01,1,netral
Andre adi Gunawan LOVE Sri H (AAG LOVE SRI),1,driver gocarnya pada pemalas ga guna cuma pada main judi slot aja,2025-10-01,1,negatif
arif lukmansyah,1,"Buset.... pilih kasih banget lu ngasih promo diskonnya??? gak perlu kan gua sebut di sini pilih kasihnya kenapa??? cek promo di lu punya aplikasi, kalau kaya gini bener"" dah gua gak mau pakai lagi",2025-10-01,1,negatif
Nuzuar Zaili,5,layanan pengendaranya bagus,2025-10-01,0,positif
July. July,2,"udah tau klo detail alamat kaya blok rumah nggk semuanya ada dipeta aplikasi,begitu jg dengan detail alamat sy, jadi sy memang masukin alamat sy pakai blok rumah sebelah yg ada, tapi sy jg udah tambahin blok rumah sy, detail alamat sy selengkap2nya dikolom pesanan, dichat, tp di si drivernya katanya nggk ada detail blok rumah sy yg udah sy masukkan itu, ujung2nya sy yg disalahkan.. gimana sih itu sistemnya min, mana apk sering lemot banget udah di uninstal terus diinstal ulang besok2 begitu lagi",2025-10-01,7,negatif
Aulia Rahma,2,mmmmmk.kkmmkklmimki mm lmlkm KKllllllllllmmllllllnl mu,2025-10-01,1,negatif
Rama,5,"Tolong dong bantu yang di bawah umur belum punya KTP terus upgradenya harus pakai apa, tolong dong kalau pakai KIA bisa please, Aplikasi yang gak bisa log in kalau log in selalu buram alasannya tolong benerin sistem nya percuma selfi alasannya buram terus",2025-10-01,179,positif
Aisyah Nn,2,kok sekarang jadi makin mahal si harganya,2025-10-01,1,negatif
Pengguna Google,5,"Kenapan CS Gojek Yang Terburu² malah marah² ke driver ? Dia Yang Telat Dia Yang Marah² Udah Tau depan Matanya macet jalan berlubang banyak polisi tidur, Manusia Beda Beda Sifatnya. Tapi Ini Yang Paling Saya Ga Suka Selain Orang Yang Kalo Di Tanya Budeg .",2025-10-01,0,positif
MPX 2,1,masa login disuruh nunggu 30 hari,2025-10-01,1,negatif
Bagus Arsyad R,3,"agak kecewa dikit sih, belum diklik, udah ngeklik sendiri.",2025-10-01,1,netral
zaid bima,1,"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA' MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",2025-10-01,1,negatif
Rudi Sismanto,5,nyaman dan enak,2025-10-01,0,positif
Wewe Darmawan,5,"pelayanan sangat memuaskan,, tepat waktu",2025-10-01,0,positif
Eddy Irwanto,4,sangat mudah bertransaksi,2025-10-01,0,positif
elenaa,1,"setiap gerimis dikit, gmau angkut penumpang, pdhl ada yang namnya jas hujan",2025-10-01,1,negatif
Randi Rurry,5,Drivernya setia menunggu..ramah..murah senyum,2025-10-01,0,positif
Kurnia Al zahid,5,simpel dan efektif...👍,2025-10-01,0,positif
Kadek Adi Nanda Prayuda,5,pelayanan bagus dan cepat,2025-10-01,0,positif
Khairul Abdi,1,bikin orderan baik go ride dan go car susah driver maaf orderan lagi ramai,2025-10-01,1,negatif
Damar Wahyu Kusuma,1,ya kan pas itu saya mau berangkat ke sekolah ada upacara hari penting malah akun dibekukan dasar dah capek,2025-10-01,1,negatif
Christina Sofiawati,5,"Naik gojeg tepat waktu jemputnya, dan pelayanannya excellent",2025-10-01,0,positif
Erlina Wahyuni,4,nginstal soang lamanya seabad ga kelar2,2025-10-01,0,positif
Ridho Owen FOREVER,1,"hujan dikit, langsung gadapet driver",2025-10-01,1,negatif
Fahrul Rozi,5,"Banyak promo nya, pelayanan cepat",2025-10-01,0,positif
Bambang Kusmana,5,sesuai dengan tujuan yang di inginkan,2025-10-01,0,positif
Ajum Jamal,5,"Susah banget sih upgrade ke gopay plus, udh coba 1001X gagal trus. jdi ga bisa transfer ke bank",2025-10-01,2,positif
Hawari Ahmad,5,alhamdulillah terimakasih,2025-10-01,0,positif
Andika 17,1,biaya pengiriman nya mahal bener jir padhl harga makanan 5 ribu jadi semuanya 30 ribu sama biaya pengirimian nya🤦‍♂️,2025-10-01,1,negatif
Laras,2,"Kok aneh ya skrg kalo mau pesen gojek pake harga rute yg jauh (harga lebih mahal) tpi stlh pesan trs berjalan malah diarahkan ke yg rute deket(rute yg hrsnya lbh murah) . kyk gk sesuai harganya jdinya harga pake rute yg jauh stlh pesan malah rutenya berbeda mlah rute yg dekat. sy sengaja pake gojek agar rutenya yg lbh aman (jauh) ini malah ujung"" nya ttp aja lewat rute dkt( yg sepi)🫠🫠",2025-10-01,4,negatif
Merah Marun,5,buat gojek ada di kabupaten Kepahiang,2025-10-01,0,positif
k24 panarung,5,sangat membantu kami dalam pengiriman barang pelanggan,2025-10-01,0,positif
Gregory Ferhoven,1,"jadi bintang 1 karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal",2025-09-30,1,negatif
Rangga Kusuma,5,"aplikasi sangat membantu saya pada saat keluarga, teman sedang sibuk, dan drivernya tepat waktu, mantap dahh pokoknya👍👍",2025-09-30,1,positif
Anni Paraswati,1,tolong sediakan tombol pembatalan pesanan.,2025-09-30,1,negatif
Samuel J,2,"ongirnya ga ngotak, bikin orang kesel, padhal jarganya udah pas tapi pas liat ongkirnya bikin orang kesel!!!!",2025-09-30,1,negatif
Abdul Kadir,1,"ngerugiin saya, masa titiknya tiba-tiba nggak ada trus yang ada malah salah. saya rugi waktu dan rugi materi.",2025-09-30,1,negatif
Teguh Teguh,1,"kalok driver gak bisa nganter gak usah di pakek lagi yang tegass males lama""",2025-09-30,1,negatif
Dwi Ulfa,1,"sumpah ya ni aplikasi ngga banget mending grab deh timbang ini, udah mah estimasinya lama susah dapet driver alhasil dibatalin sampe 2 kali loh, benci banget sama aplikasi ini dendam aku tuh mesen dari stgh 7 smpe jam 9 ga dapet apa"" posisi udah laper banget nambah"" in badmood tau ngga!!!",2025-09-30,1,negatif
Ikbal Ibrahim,1,di cncell teruusss suka suka kaliann lah gojeek,2025-09-30,1,negatif
Putra Raifal Arya,1,pelayanannya lama,2025-09-30,1,negatif
Farel Sebastian,1,"sudah hampir dua jam aku nunggu gofood ni, dan sekarang mau jam 10. apahal lah, masak gak bisa batalin pesanan. tolol banget dah.",2025-09-30,1,negatif
Warung Soto,5,selalu pake app ini .semoga makin bagus dan maju,2025-09-30,0,positif
Rahmayanti Endang,1,"ORDER GOFOOD UDAH 30 MENIT GA DAPET2 DRIVER, GABISA DI BATALKAN. GAJELAS SURUH NUNGGU SAMPE KIAMAT!",2025-09-30,1,negatif
Anastasia,4,Sulit dapat driver kalau pas hujan,2025-09-30,0,positif
Raka Rafassya,1,pesen go red di batalin trus sama driver nya,2025-09-30,1,negatif
Kageyama Dhilay,1,"makin parah, mesen go food udah 1 jam lebih, ga dapet dapet driver bangke emang nih",2025-09-30,1,negatif
